station_name,measurement_timestamp,air_temperature_c,wet_bulb_temperature_c,relative_humidity_pct,rain_intensity_mm_per_hour,interval_rain_mm,total_rain_mm,precipitation_type_code,wind_direction_deg,wind_speed_mps,maximum_wind_speed_mps,barometric_pressure_hpa,solar_radiation_w_m2,battery_voltage_v
Foster Weather Station,2024-05-05 19:00:00,11.17,,67,,0.0,,,0,3.3,0.0,995.9,90,15.1
Oak Street Weather Station,2024-05-05 19:00:00,11.9,9.3,72,0.0,0.0,97.4,0.0,64,1.2,1.9,997.8,47,11.9
Foster Weather Station,2024-05-05 20:00:00,10.67,,69,,0.0,,,0,3.3,0.0,995.6,6,15.2
Oak Street Weather Station,2024-05-05 20:00:00,11.5,8.9,71,0.0,0.0,97.4,0.0,57,1.6,2.2,997.3,1,12.0
Foster Weather Station,2024-05-05 21:00:00,10.56,,67,,0.0,,,0,3.3,0.0,995.9,5,15.2
Oak Street Weather Station,2024-05-05 21:00:00,11.2,8.4,70,0.0,0.0,97.4,0.0,108,1.5,2.1,997.5,0,11.9
Foster Weather Station,2024-05-05 22:00:00,10.17,,68,,0.0,,,0,3.3,0.0,996.3,5,15.2
Oak Street Weather Station,2024-05-05 22:00:00,11.5,8.2,65,0.0,0.0,97.4,0.0,119,1.8,2.8,998.0,0,11.9
Foster Weather Station,2024-05-05 23:00:00,10.28,,67,,0.0,,,0,3.3,0.0,995.6,4,15.1
Oak Street Weather Station,2024-05-05 23:00:00,11.5,7.9,62,0.0,0.0,97.4,0.0,124,0.9,1.4,997.4,0,11.9
Foster Weather Station,2024-05-06 00:00:00,10.28,,66,,0.0,,,0,3.3,0.0,995.9,5,15.2
Oak Street Weather Station,2024-05-06 00:00:00,12.4,8.2,57,0.0,0.0,97.4,0.0,93,1.7,2.1,997.6,0,11.9
Foster Weather Station,2024-05-06 01:00:00,10.78,,63,,0.0,,,0,3.3,0.0,995.6,6,15.1
Oak Street Weather Station,2024-05-06 01:00:00,12.1,8.5,63,0.0,0.0,97.4,0.0,8,0.4,1.3,997.1,0,11.9
Foster Weather Station,2024-05-06 02:00:00,10.56,,68,,0.0,,,0,3.3,0.0,994.9,5,15.2
Oak Street Weather Station,2024-05-06 02:00:00,12.3,8.7,62,0.0,0.0,97.4,0.0,39,0.9,1.2,996.4,0,12.0
Foster Weather Station,2024-05-06 03:00:00,11.0,,71,,0.0,,,0,3.3,0.0,994.2,5,15.2
Oak Street Weather Station,2024-05-06 03:00:00,12.2,9.6,72,0.0,0.0,97.4,0.0,57,2.1,3.1,995.7,0,12.0
Foster Weather Station,2024-05-06 04:00:00,11.06,,67,,0.0,,,0,3.3,0.0,993.6,4,15.2
Oak Street Weather Station,2024-05-06 04:00:00,12.0,8.9,67,0.0,0.0,97.4,0.0,70,2.7,3.1,995.4,0,12.0
Foster Weather Station,2024-05-06 05:00:00,10.89,,64,,0.0,,,0,3.3,0.0,993.9,4,15.1
Oak Street Weather Station,2024-05-06 05:00:00,11.6,8.7,68,0.0,0.0,97.4,0.0,90,1.7,2.4,995.7,0,11.8
Foster Weather Station,2024-05-06 06:00:00,10.67,,68,,0.0,,,0,3.3,0.0,994.2,15,15.2
Oak Street Weather Station,2024-05-06 06:00:00,11.4,8.5,69,0.0,0.0,97.4,0.0,93,2.2,2.8,996.0,6,11.7
Foster Weather Station,2024-05-06 07:00:00,10.67,,68,,0.0,,,0,3.3,0.0,994.2,124,15.2
Oak Street Weather Station,2024-05-06 07:00:00,11.0,8.6,73,0.0,0.0,97.4,0.0,100,2.1,2.8,995.9,113,11.9
Foster Weather Station,2024-05-06 08:00:00,10.67,,70,,0.0,,,0,3.3,0.0,994.6,170,15.2
Oak Street Weather Station,2024-05-06 08:00:00,11.3,9.0,75,0.0,0.0,97.4,0.0,96,1.3,1.6,996.4,189,11.9
Foster Weather Station,2024-05-06 09:00:00,11.56,,71,,0.03,,,0,3.3,0.0,994.6,536,15.1
Oak Street Weather Station,2024-05-06 09:00:00,11.9,9.7,76,0.0,0.0,97.4,0.0,44,1.3,2.0,996.1,410,12.0
Foster Weather Station,2024-05-06 10:00:00,11.78,,70,,0.0,,,0,3.3,0.0,994.2,662,15.1
Oak Street Weather Station,2024-05-06 10:00:00,12.6,10.4,77,0.0,0.0,97.4,0.0,43,2.1,2.7,995.8,694,12.0
Foster Weather Station,2024-05-06 11:00:00,11.56,,74,,0.0,,,0,3.3,0.0,994.2,553,15.1
Oak Street Weather Station,2024-05-06 11:00:00,11.9,10.3,82,0.0,0.0,97.4,0.0,50,2.4,3.4,995.8,400,12.0
Foster Weather Station,2024-05-06 12:00:00,11.78,,75,,0.0,,,0,3.3,0.0,993.6,882,15.1
Oak Street Weather Station,2024-05-06 12:00:00,12.7,11.0,82,0.0,0.0,97.4,0.0,32,2.0,3.0,995.3,848,12.0
Foster Weather Station,2024-05-06 13:00:00,12.67,,76,,0.0,,,0,3.3,0.0,992.9,855,15.1
Oak Street Weather Station,2024-05-06 13:00:00,13.2,11.4,81,0.0,0.0,97.4,0.0,19,1.0,2.9,994.3,284,11.9
Foster Weather Station,2024-05-06 14:00:00,14.5,,71,,0.0,,,0,3.3,0.0,992.2,811,15.1
Oak Street Weather Station,2024-05-06 14:00:00,14.8,12.2,74,0.0,0.0,97.4,0.0,35,0.6,1.1,993.8,706,11.9
Foster Weather Station,2024-05-06 15:00:00,15.0,,68,,0.0,,,0,3.3,0.0,991.5,729,15.1
Oak Street Weather Station,2024-05-06 15:00:00,15.8,12.4,68,0.0,0.0,97.4,0.0,99,0.9,1.6,993.0,663,11.8
Foster Weather Station,2024-05-06 16:00:00,14.89,,65,,0.0,,,0,3.3,0.0,990.9,601,15.1
Oak Street Weather Station,2024-05-06 16:00:00,16.3,12.5,65,0.0,0.0,97.4,0.0,49,1.7,3.6,992.3,531,12.0
Foster Weather Station,2024-05-06 17:00:00,14.39,,65,,0.0,,,0,3.3,0.0,990.2,442,15.1
Oak Street Weather Station,2024-05-06 17:00:00,15.3,12.2,71,0.0,0.0,97.4,0.0,31,1.2,2.1,991.9,46,12.0
Foster Weather Station,2024-05-06 18:00:00,14.67,,61,,0.0,,,0,3.3,0.0,989.5,271,15.1
Oak Street Weather Station,2024-05-06 18:00:00,15.4,12.1,68,0.0,0.0,97.4,0.0,45,0.8,1.8,991.2,37,11.9
Foster Weather Station,2024-05-06 19:00:00,14.39,,61,,0.0,,,0,3.3,0.0,988.8,108,15.1
Oak Street Weather Station,2024-05-06 19:00:00,15.7,11.7,63,0.0,0.0,97.4,0.0,110,1.9,3.6,990.6,25,11.9
Foster Weather Station,2024-05-06 20:00:00,14.17,,68,,0.0,,,0,3.3,0.0,988.8,6,15.1
Oak Street Weather Station,2024-05-06 20:00:00,16.1,11.9,62,0.0,0.0,97.4,0.0,0,0.5,1.5,990.3,0,11.9
Foster Weather Station,2024-05-06 21:00:00,14.17,,71,,0.0,,,0,3.3,0.0,988.5,5,15.2
Oak Street Weather Station,2024-05-06 21:00:00,15.0,12.3,74,0.0,0.0,97.4,0.0,0,0.3,3.1,990.1,-2,11.9
Foster Weather Station,2024-05-06 22:00:00,14.28,,77,,0.0,,,0,3.3,0.0,988.5,5,15.2
Oak Street Weather Station,2024-05-06 22:00:00,17.4,13.6,66,0.0,0.0,97.4,0.0,111,2.8,6.5,990.2,-2,11.9
Foster Weather Station,2024-05-06 23:00:00,14.89,,73,,0.0,,,0,3.3,0.0,988.5,5,15.2
Oak Street Weather Station,2024-05-06 23:00:00,17.9,13.3,60,0.0,0.0,97.4,0.0,117,3.7,7.1,990.0,-3,12.0
Foster Weather Station,2024-05-07 00:00:00,14.89,,72,,0.0,,,0,3.3,0.0,987.8,5,15.1
Oak Street Weather Station,2024-05-07 00:00:00,17.5,12.7,58,0.0,0.0,97.4,0.0,111,2.3,4.8,989.3,-2,12.0
Foster Weather Station,2024-05-07 01:00:00,14.28,,72,,0.0,,,0,3.3,0.0,986.8,4,15.1
Oak Street Weather Station,2024-05-07 01:00:00,16.6,12.2,60,0.0,0.0,97.4,0.0,116,3.0,4.2,988.4,-2,11.9
Foster Weather Station,2024-05-07 02:00:00,13.89,,71,,0.0,,,0,3.3,0.0,985.8,4,15.2
Oak Street Weather Station,2024-05-07 02:00:00,15.4,11.9,66,0.0,0.0,97.4,0.0,110,3.5,5.5,987.6,-2,11.9
Foster Weather Station,2024-05-07 03:00:00,14.0,,68,,0.0,,,0,3.3,0.0,985.1,5,15.1
Oak Street Weather Station,2024-05-07 03:00:00,15.8,11.7,62,0.0,0.0,97.4,0.0,110,4.0,6.0,986.9,-2,11.9
Foster Weather Station,2024-05-07 04:00:00,13.78,,68,,0.0,,,0,3.3,0.0,984.8,3,15.1
Oak Street Weather Station,2024-05-07 04:00:00,15.5,11.3,61,0.0,0.0,97.4,0.0,115,3.0,5.0,986.5,-2,11.9
Foster Weather Station,2024-05-07 05:00:00,13.56,,71,,0.0,,,0,3.3,0.0,983.7,5,15.1
Oak Street Weather Station,2024-05-07 05:00:00,14.7,11.6,70,0.0,0.0,97.4,0.0,113,3.2,5.8,985.4,-2,11.9
Foster Weather Station,2024-05-07 06:00:00,13.67,,68,,0.0,,,0,3.3,0.0,983.1,25,15.1
Oak Street Weather Station,2024-05-07 06:00:00,14.6,11.3,68,0.0,0.0,97.4,0.0,115,3.9,6.2,984.9,20,12.0
Foster Weather Station,2024-05-07 07:00:00,13.28,,71,,0.0,,,0,3.3,0.0,982.4,100,15.2
Oak Street Weather Station,2024-05-07 07:00:00,14.9,11.8,70,0.0,0.0,97.4,0.0,114,3.7,5.6,984.3,86,12.0
Foster Weather Station,2024-05-07 08:00:00,13.5,,74,,0.03,,,0,3.3,0.0,981.4,92,15.1
Oak Street Weather Station,2024-05-07 08:00:00,15.1,12.4,74,0.0,0.0,97.4,0.0,107,3.1,5.3,983.2,56,11.9
Foster Weather Station,2024-05-07 09:00:00,13.67,,78,,0.0,,,0,3.3,0.0,980.0,13,15.2
Oak Street Weather Station,2024-05-07 09:00:00,14.9,13.0,81,16.2,0.3,97.8,60.0,103,3.5,5.4,982.2,19,11.8
Foster Weather Station,2024-05-07 10:00:00,15.28,,88,,16.21,,,0,3.3,0.0,981.4,70,15.2
Oak Street Weather Station,2024-05-07 10:00:00,16.4,15.3,89,2.4,4.6,102.4,60.0,58,0.9,1.5,982.8,71,11.7
Foster Weather Station,2024-05-07 11:00:00,15.89,,86,,1.47,,,0,3.3,0.0,980.4,430,15.1
Oak Street Weather Station,2024-05-07 11:00:00,17.1,16.0,90,0.0,1.3,103.7,0.0,112,4.0,5.2,981.8,623,11.8
Foster Weather Station,2024-05-07 12:00:00,16.0,,81,,0.0,,,0,3.3,0.0,979.0,361,15.1
Oak Street Weather Station,2024-05-07 12:00:00,17.1,15.7,87,0.0,0.0,103.7,0.0,107,3.5,5.5,980.5,661,11.9
Foster Weather Station,2024-05-07 13:00:00,16.89,,82,,0.0,,,0,3.3,0.0,978.3,873,15.1
Oak Street Weather Station,2024-05-07 13:00:00,18.5,16.9,86,0.0,0.0,103.7,0.0,107,3.7,5.1,979.7,278,12.0
Foster Weather Station,2024-05-07 14:00:00,16.17,,85,,0.0,,,0,3.3,0.0,977.0,69,15.1
Oak Street Weather Station,2024-05-07 14:00:00,19.6,18.0,86,0.0,0.0,103.7,60.0,105,2.3,4.3,978.4,31,12.0
Foster Weather Station,2024-05-07 15:00:00,16.56,,88,,2.36,,,0,3.3,0.0,976.3,1020,15.1
Oak Street Weather Station,2024-05-07 15:00:00,18.1,16.3,83,1.8,7.7,111.4,60.0,139,1.1,3.6,978.1,268,11.9
Foster Weather Station,2024-05-07 16:00:00,20.0,,69,,0.0,,,0,3.3,0.0,976.0,196,15.1
Oak Street Weather Station,2024-05-07 16:00:00,20.5,17.5,75,0.0,0.3,111.7,0.0,99,1.2,3.1,977.6,125,11.8
Foster Weather Station,2024-05-07 17:00:00,22.56,,69,,0.03,,,0,3.3,0.0,976.6,72,15.1
Oak Street Weather Station,2024-05-07 17:00:00,22.1,19.2,77,0.0,0.1,111.8,0.0,67,2.0,2.7,977.9,77,11.9
Foster Weather Station,2024-05-07 18:00:00,15.89,,78,,0.0,,,0,3.3,0.0,977.3,138,15.1
Oak Street Weather Station,2024-05-07 18:00:00,16.2,14.5,83,0.0,0.0,111.8,0.0,123,0.9,2.2,979.0,50,11.9
Foster Weather Station,2024-05-07 19:00:00,15.78,,78,,0.0,,,0,3.3,0.0,977.3,124,15.1
Oak Street Weather Station,2024-05-07 19:00:00,16.8,14.6,79,0.0,0.0,111.8,0.0,121,0.0,0.8,979.2,22,11.9
Foster Weather Station,2024-05-07 20:00:00,14.89,,83,,0.0,,,0,3.3,0.0,978.0,7,15.1
Oak Street Weather Station,2024-05-07 20:00:00,16.5,14.6,82,0.0,0.0,111.8,0.0,0,0.0,0.3,979.7,0,12.0
Foster Weather Station,2024-05-07 21:00:00,15.5,,80,,0.0,,,0,3.3,0.0,979.3,5,15.1
Oak Street Weather Station,2024-05-07 21:00:00,17.3,15.1,79,0.0,0.0,111.8,0.0,84,0.4,0.9,980.9,-2,12.0
Foster Weather Station,2024-05-07 22:00:00,19.0,,54,,0.15,,,0,3.3,0.0,979.7,3,15.1
Oak Street Weather Station,2024-05-07 22:00:00,19.2,14.5,61,0.0,0.9,112.8,0.0,295,1.9,5.0,981.5,-3,11.8
Foster Weather Station,2024-05-07 23:00:00,18.28,,53,,0.0,,,0,3.3,0.0,980.4,4,15.1
Oak Street Weather Station,2024-05-07 23:00:00,19.5,14.4,58,0.0,0.0,112.8,0.0,83,1.1,2.9,981.8,-3,11.9
Foster Weather Station,2024-05-08 00:00:00,15.67,,73,,0.0,,,0,3.3,0.0,980.7,4,15.1
Oak Street Weather Station,2024-05-08 00:00:00,18.4,13.9,61,0.0,0.0,112.8,0.0,344,2.3,2.8,982.4,-3,12.0
Foster Weather Station,2024-05-08 01:00:00,14.06,,74,,0.0,,,0,3.3,0.0,981.4,5,15.1
Oak Street Weather Station,2024-05-08 01:00:00,16.7,13.6,71,0.0,0.0,112.8,0.0,1,2.4,3.1,982.9,-2,12.0
Foster Weather Station,2024-05-08 02:00:00,15.89,,61,,0.0,,,0,3.3,0.0,981.0,4,15.1
Oak Street Weather Station,2024-05-08 02:00:00,17.2,13.0,62,0.0,0.0,112.8,0.0,347,1.3,2.1,982.7,-2,12.0
Foster Weather Station,2024-05-08 03:00:00,15.67,,61,,0.0,,,0,3.3,0.0,981.0,4,15.1
Oak Street Weather Station,2024-05-08 03:00:00,17.5,12.7,58,0.0,0.0,112.8,0.0,297,1.2,3.3,982.8,-2,12.0
Foster Weather Station,2024-05-08 04:00:00,14.78,,65,,0.0,,,0,3.3,0.0,981.4,4,15.2
Oak Street Weather Station,2024-05-08 04:00:00,16.6,12.5,63,0.0,0.0,112.8,0.0,124,0.6,1.2,983.3,-2,12.0
Foster Weather Station,2024-05-08 05:00:00,13.28,,80,,0.0,,,0,3.3,0.0,982.4,4,15.2
Oak Street Weather Station,2024-05-08 05:00:00,14.5,12.8,83,0.0,0.0,112.8,0.0,20,0.4,1.1,984.4,0,11.9
Foster Weather Station,2024-05-08 06:00:00,15.06,,60,,0.0,,,0,3.3,0.0,983.1,22,15.1
Oak Street Weather Station,2024-05-08 06:00:00,16.3,13.0,69,0.0,0.0,112.8,0.0,55,0.6,1.1,984.7,30,11.9
Foster Weather Station,2024-05-08 07:00:00,16.78,,51,,0.0,,,0,3.3,0.0,983.4,154,15.1
Oak Street Weather Station,2024-05-08 07:00:00,19.1,13.0,50,0.0,0.0,112.8,0.0,358,0.6,1.5,985.4,180,11.9
Foster Weather Station,2024-05-08 08:00:00,18.56,,48,,0.0,,,0,3.3,0.0,984.1,323,15.1
Oak Street Weather Station,2024-05-08 08:00:00,20.6,13.0,42,0.0,0.0,112.8,0.0,256,1.2,2.3,985.8,345,11.9
Foster Weather Station,2024-05-08 09:00:00,18.56,,52,,0.0,,,0,3.3,0.0,984.4,485,15.1
Oak Street Weather Station,2024-05-08 09:00:00,19.3,13.5,53,0.0,0.0,112.8,0.0,95,1.1,1.5,986.0,498,11.8
Foster Weather Station,2024-05-08 10:00:00,19.0,,55,,0.0,,,0,3.3,0.0,984.4,634,15.1
Oak Street Weather Station,2024-05-08 10:00:00,20.3,14.5,54,0.0,0.0,112.8,0.0,118,3.3,4.6,985.7,633,12.0
Foster Weather Station,2024-05-08 11:00:00,18.28,,62,,0.0,,,0,3.3,0.0,984.8,755,15.1
Oak Street Weather Station,2024-05-08 11:00:00,20.8,14.4,50,0.0,0.0,112.8,0.0,108,2.3,3.2,986.4,734,12.0
Foster Weather Station,2024-05-08 12:00:00,19.17,,54,,0.0,,,0,3.3,0.0,985.4,822,15.1
Oak Street Weather Station,2024-05-08 12:00:00,20.4,12.7,40,0.0,0.0,112.8,0.0,104,1.9,3.2,987.0,784,11.8
Foster Weather Station,2024-05-08 13:00:00,18.0,,52,,0.0,,,0,3.3,0.0,985.4,846,15.1
Oak Street Weather Station,2024-05-08 13:00:00,19.7,12.6,43,0.0,0.0,112.8,0.0,92,1.3,1.8,987.0,793,11.9
Foster Weather Station,2024-05-08 15:00:00,17.56,,58,,0.0,,,0,3.3,0.0,985.8,745,15.1
Oak Street Weather Station,2024-05-08 15:00:00,20.0,12.7,43,0.0,0.0,112.8,0.0,117,1.6,3.4,987.6,676,11.9
Foster Weather Station,2024-05-08 16:00:00,17.06,,59,,0.0,,,0,3.3,0.0,984.8,633,15.1
Oak Street Weather Station,2024-05-08 16:00:00,19.1,13.4,52,0.0,0.0,112.8,0.0,68,1.3,2.2,986.6,546,12.0
Foster Weather Station,2024-05-08 17:00:00,16.78,,60,,0.0,,,0,3.3,0.0,984.1,465,15.1
Oak Street Weather Station,2024-05-08 17:00:00,18.2,12.5,52,0.0,0.0,112.8,0.0,116,1.5,3.0,985.7,36,12.0
Foster Weather Station,2024-05-08 18:00:00,16.06,,63,,0.0,,,0,3.3,0.0,983.7,78,15.1
Oak Street Weather Station,2024-05-08 18:00:00,17.5,12.2,54,0.0,0.0,112.8,0.0,97,1.9,4.2,985.5,65,11.8
Foster Weather Station,2024-05-08 19:00:00,15.28,,67,,0.0,,,0,3.3,0.0,983.4,82,15.1
Oak Street Weather Station,2024-05-08 19:00:00,15.9,12.0,64,0.0,0.0,112.8,0.0,106,1.6,2.5,985.3,52,12.0
Foster Weather Station,2024-05-08 20:00:00,14.89,,61,,0.0,,,0,3.3,0.0,983.7,6,15.1
Oak Street Weather Station,2024-05-08 20:00:00,16.3,11.5,57,0.0,0.0,112.8,0.0,129,1.4,2.7,985.8,0,11.9
Foster Weather Station,2024-05-08 21:00:00,15.0,,60,,0.0,,,0,3.3,0.0,984.1,5,15.1
Oak Street Weather Station,2024-05-08 21:00:00,16.7,11.5,54,0.0,0.0,112.8,0.0,133,1.1,2.8,986.3,-3,11.9
Foster Weather Station,2024-05-08 22:00:00,14.28,,66,,0.0,,,0,3.3,0.0,984.8,5,15.1
Oak Street Weather Station,2024-05-08 22:00:00,16.5,11.8,58,0.0,0.0,112.8,0.0,127,2.2,5.4,987.0,-2,12.0
Foster Weather Station,2024-05-08 23:00:00,14.28,,70,,0.0,,,0,3.3,0.0,984.4,4,15.1
Oak Street Weather Station,2024-05-08 23:00:00,16.9,11.9,56,0.0,0.0,112.8,0.0,104,2.8,5.3,986.4,-3,11.9
Foster Weather Station,2024-05-09 00:00:00,14.89,,63,,0.0,,,0,3.3,0.0,984.1,5,15.1
Oak Street Weather Station,2024-05-09 00:00:00,17.1,11.9,54,0.0,0.0,112.8,0.0,113,1.7,4.3,985.8,-2,12.0
Foster Weather Station,2024-05-09 01:00:00,14.0,,71,,0.0,,,0,3.3,0.0,983.1,4,15.1
Oak Street Weather Station,2024-05-09 01:00:00,15.8,12.1,65,0.0,0.0,112.8,0.0,94,1.5,2.1,985.3,-2,12.0
Foster Weather Station,2024-05-09 02:00:00,14.39,,69,,0.0,,,0,3.3,0.0,982.7,3,15.1
Oak Street Weather Station,2024-05-09 02:00:00,15.9,12.0,64,0.0,0.0,112.8,0.0,166,1.0,1.9,984.7,-2,11.9
Foster Weather Station,2024-05-09 03:00:00,14.17,,70,,0.0,,,0,3.3,0.0,982.7,5,15.1
Oak Street Weather Station,2024-05-09 03:00:00,15.5,12.0,67,0.0,0.0,112.8,0.0,172,0.9,2.2,984.7,-2,11.9
Foster Weather Station,2024-05-09 04:00:00,13.67,,75,,0.0,,,0,3.3,0.0,983.1,5,15.1
Oak Street Weather Station,2024-05-09 04:00:00,14.6,11.9,74,0.0,0.0,112.8,0.0,101,1.4,2.5,984.7,-2,11.9
Foster Weather Station,2024-05-09 05:00:00,13.67,,78,,0.15,,,0,3.3,0.0,983.7,4,15.1
Oak Street Weather Station,2024-05-09 05:00:00,14.2,12.3,80,0.0,0.5,113.3,60.0,82,2.0,3.2,985.5,-2,12.0
Foster Weather Station,2024-05-09 06:00:00,13.5,,78,,0.46,,,0,3.3,0.0,984.1,5,15.2
Oak Street Weather Station,2024-05-09 06:00:00,13.9,12.2,82,1.2,0.2,113.4,60.0,115,0.7,2.8,986.0,0,12.0
Foster Weather Station,2024-05-09 07:00:00,13.06,,82,,2.77,,,0,3.3,0.0,984.4,6,15.2
Oak Street Weather Station,2024-05-09 07:00:00,14.3,12.4,81,10.8,6.2,119.6,60.0,0,0.6,1.7,986.2,2,11.9
Foster Weather Station,2024-05-09 08:00:00,12.5,,85,,6.45,,,0,3.3,0.0,985.1,46,15.1
Oak Street Weather Station,2024-05-09 08:00:00,13.6,12.4,88,6.0,7.4,127.0,60.0,30,2.0,3.1,986.7,39,12.0
Foster Weather Station,2024-05-09 09:00:00,12.56,,84,,0.97,,,0,3.3,0.0,984.8,87,15.1
Oak Street Weather Station,2024-05-09 09:00:00,13.5,12.3,88,0.0,1.8,128.8,60.0,53,4.7,5.8,986.4,93,12.0
Foster Weather Station,2024-05-09 10:00:00,12.17,,86,,0.0,,,0,3.3,0.0,984.4,148,15.2
Oak Street Weather Station,2024-05-09 10:00:00,13.1,12.0,88,0.0,0.0,128.8,60.0,64,6.5,7.6,986.0,126,11.8
Foster Weather Station,2024-05-09 11:00:00,11.89,,83,,0.0,,,0,3.3,0.0,984.8,440,15.2
Oak Street Weather Station,2024-05-09 11:00:00,12.6,11.6,89,0.0,0.0,128.8,0.0,63,5.6,7.0,986.3,377,11.9
Foster Weather Station,2024-05-09 12:00:00,11.89,,81,,0.0,,,0,3.3,0.0,985.4,251,15.1
Foster Weather Station,2024-05-09 13:00:00,11.78,,81,,0.0,,,0,3.3,0.0,986.1,87,15.1
Oak Street Weather Station,2024-05-09 13:00:00,12.6,11.2,86,0.0,0.0,128.8,0.0,68,6.5,8.9,987.9,48,12.0
Foster Weather Station,2024-05-09 14:00:00,11.56,,83,,0.03,,,0,3.3,0.0,986.8,117,15.2
Oak Street Weather Station,2024-05-09 14:00:00,12.3,11.1,87,0.0,0.0,128.8,60.0,65,5.9,7.3,988.5,76,12.0
Foster Weather Station,2024-05-09 15:00:00,11.39,,84,,0.03,,,0,3.3,0.0,986.8,171,15.1
Oak Street Weather Station,2024-05-09 15:00:00,12.3,11.4,90,0.0,0.2,129.0,0.0,69,4.8,7.0,988.7,127,12.0
Foster Weather Station,2024-05-09 16:00:00,11.5,,84,,0.08,,,0,3.3,0.0,987.5,90,15.2
Oak Street Weather Station,2024-05-09 16:00:00,12.2,11.3,90,0.0,0.0,129.1,0.0,33,4.1,5.2,989.1,36,11.9
Foster Weather Station,2024-05-09 17:00:00,11.17,,85,,0.76,,,0,3.3,0.0,988.5,40,15.1
Oak Street Weather Station,2024-05-09 17:00:00,11.8,10.9,90,0.0,0.3,129.3,60.0,16,6.4,8.9,990.4,32,11.9
Foster Weather Station,2024-05-09 18:00:00,11.17,,83,,0.0,,,0,3.3,0.0,989.2,76,15.2
Oak Street Weather Station,2024-05-09 18:00:00,11.7,10.6,88,0.0,0.2,129.6,60.0,22,5.4,7.1,990.8,27,11.9
Foster Weather Station,2024-05-09 19:00:00,11.17,,82,,0.0,,,0,3.3,0.0,989.5,30,15.2
Oak Street Weather Station,2024-05-09 19:00:00,12.5,11.0,84,0.0,0.0,129.6,0.0,30,4.4,5.5,991.3,26,11.9
Foster Weather Station,2024-05-09 20:00:00,11.0,,80,,0.0,,,0,3.3,0.0,990.2,6,15.1
Oak Street Weather Station,2024-05-09 20:00:00,11.4,10.2,86,0.0,0.0,129.6,0.0,359,1.9,4.6,992.0,1,11.9
Foster Weather Station,2024-05-09 21:00:00,10.78,,80,,0.0,,,0,3.3,0.0,990.9,5,15.2
Oak Street Weather Station,2024-05-09 21:00:00,11.9,10.6,85,0.0,0.0,129.6,0.0,12,3.0,5.8,992.5,0,11.9
Foster Weather Station,2024-05-09 22:00:00,10.67,,80,,0.0,,,0,3.3,0.0,991.2,5,15.2
Oak Street Weather Station,2024-05-09 22:00:00,11.6,10.3,85,0.0,0.0,129.6,0.0,10,2.3,6.4,993.0,0,12.0
Foster Weather Station,2024-05-09 23:00:00,10.67,,79,,0.0,,,0,3.3,0.0,991.2,5,15.2
Oak Street Weather Station,2024-05-09 23:00:00,11.4,10.0,84,0.0,0.0,129.6,0.0,11,2.0,3.0,993.0,0,11.8
Foster Weather Station,2024-05-10 00:00:00,11.06,,80,,0.0,,,0,3.3,0.0,991.2,5,15.2
Oak Street Weather Station,2024-05-10 00:00:00,11.8,10.3,83,0.0,0.0,129.6,0.0,13,3.5,5.1,993.1,0,11.9
Foster Weather Station,2024-05-10 01:00:00,10.67,,79,,0.0,,,0,3.3,0.0,990.9,6,15.2
Oak Street Weather Station,2024-05-10 01:00:00,11.4,9.9,83,0.0,0.0,129.6,0.0,358,1.8,2.9,992.6,0,11.9
Foster Weather Station,2024-05-10 02:00:00,10.28,,80,,0.0,,,0,3.3,0.0,990.5,4,15.2
Oak Street Weather Station,2024-05-10 02:00:00,11.3,9.7,83,0.0,0.0,129.6,0.0,312,0.4,0.9,992.3,0,11.9
Foster Weather Station,2024-05-10 03:00:00,9.39,,83,,0.0,,,0,3.3,0.0,990.5,5,15.2
Oak Street Weather Station,2024-05-10 03:00:00,10.7,9.4,85,0.0,0.0,129.6,0.0,256,1.0,1.5,992.2,0,11.9
Foster Weather Station,2024-05-10 05:00:00,9.89,,80,,0.0,,,0,3.3,0.0,990.9,6,15.2
Oak Street Weather Station,2024-05-10 05:00:00,10.7,9.4,85,0.0,0.0,129.6,0.0,345,1.6,3.1,992.9,0,12.0
Foster Weather Station,2024-05-10 06:00:00,9.78,,79,,0.0,,,0,3.3,0.0,991.2,30,15.2
Oak Street Weather Station,2024-05-10 06:00:00,10.8,9.3,84,0.0,0.0,129.6,0.0,340,1.2,3.2,993.0,42,11.9
Foster Weather Station,2024-05-10 07:00:00,10.06,,78,,0.03,,,0,3.3,0.0,991.5,161,15.2
Oak Street Weather Station,2024-05-10 07:00:00,11.0,9.5,83,0.0,0.0,129.6,0.0,6,3.3,4.7,993.4,197,11.9
Foster Weather Station,2024-05-10 08:00:00,11.0,,75,,0.0,,,0,3.3,0.0,991.9,176,15.1
Oak Street Weather Station,2024-05-10 08:00:00,12.4,10.4,78,0.0,0.0,129.6,0.0,53,1.3,2.0,993.6,359,11.8
Foster Weather Station,2024-05-10 09:00:00,12.5,,72,,0.0,,,0,3.3,0.0,991.9,556,15.1
Oak Street Weather Station,2024-05-10 09:00:00,13.0,11.2,81,0.0,0.0,129.6,0.0,34,2.7,3.2,993.6,562,11.8
Foster Weather Station,2024-05-10 10:00:00,11.67,,73,,0.0,,,0,3.3,0.0,991.9,639,15.1
Oak Street Weather Station,2024-05-10 10:00:00,12.6,10.9,82,0.0,0.0,129.6,0.0,40,1.8,2.3,993.6,644,12.0
